ID,Relevance,Stance,Hate,Direction,Targets,Humor
1532709575513751552,1.0,3.0,0.0,,,0.0
1517307612664016896,1.0,3.0,0.0,,,0.0
1477395001688662016,0.0,,,,,
1568197776264990720,1.0,1.0,0.0,,,0.0
1573467217752096768,1.0,1.0,0.0,,,0.0
1492202065849995271,1.0,3.0,0.0,,,0.0
1523622391816986625,1.0,1.0,0.0,,,0.0
1590047541537607680,1.0,3.0,1.0,1.0,1.0,0.0
1575091008085164032,1.0,3.0,0.0,,,0.0
1547693608861454336,1.0,1.0,1.0,0.0,,0.0
1540147960138215424,0.0,,,,,
1596188127198339072,1.0,3.0,0.0,,,0.0
1537738815737151488,1.0,1.0,0.0,,,0.0
1496228290306232330,1.0,1.0,0.0,,,0.0
1501203210819846151,1.0,1.0,0.0,,,0.0
1542850062207881217,1.0,1.0,0.0,,,0.0
1512194083195957248,0.0,,,,,
1511611753183985667,1.0,3.0,1.0,1.0,2.0,0.0
1487014043785338887,1.0,3.0,0.0,,,0.0
1514817380144144385,1.0,3.0,0.0,,,0.0
1507330586561679361,0.0,,,,,
1585976177650388992,1.0,3.0,0.0,,,0.0
1578101765714505728,1.0,1.0,0.0,,,0.0
1486985811698585603,0.0,,,,,
1532708095704580100,1.0,3.0,0.0,,,0.0
1492230505856524288,1.0,3.0,0.0,,,0.0
1589528084859957249,0.0,,,,,
1540331768288407553,1.0,1.0,0.0,,,0.0
1545414869423312897,1.0,1.0,0.0,,,0.0
1553069525641433088,0.0,,,,,
1593533772376391680,1.0,3.0,0.0,,,0.0
1573236877477515264,1.0,1.0,0.0,,,0.0
1603540414786686976,1.0,3.0,0.0,,,0.0
1560532392301010944,1.0,1.0,0.0,,,0.0
1503603252360712193,1.0,3.0,0.0,,,0.0
1591384448842473473,1.0,1.0,0.0,,,0.0
1572253398044651522,1.0,1.0,0.0,,,0.0
1565606350696038402,1.0,3.0,0.0,,,0.0
1490732153113653248,1.0,1.0,0.0,,,0.0
1487086544494239757,0.0,,,,,
1500094339501993986,1.0,3.0,0.0,,,0.0
1559785878846849026,1.0,3.0,1.0,1.0,1.0,0.0
1507420808422907904,0.0,,,,,
1490165211877322755,1.0,1.0,0.0,,,0.0
1602231675680948225,0.0,,,,,
1494869552118870016,1.0,2.0,0.0,,,0.0
1522648346766286850,0.0,,,,,
1527547844307058688,1.0,1.0,0.0,,,0.0
1502261154105724928,1.0,1.0,0.0,,,0.0
1581280732559052801,1.0,1.0,0.0,,,0.0
1479396599625359362,1.0,3.0,0.0,,,0.0
1504748042628521988,1.0,1.0,0.0,,,0.0
1580090903355658241,0.0,,,,,
1492572037319118848,1.0,1.0,0.0,,,0.0
1532310735510032384,1.0,1.0,0.0,,,0.0
1489600576522489857,1.0,1.0,0.0,,,0.0
1507482945937936385,1.0,1.0,0.0,,,0.0
1506899440606621696,1.0,1.0,0.0,,,0.0
1522555441636642818,0.0,,,,,
1482565620012965889,0.0,,,,,
1596051059968856064,0.0,,,,,
1545298721277083649,0.0,,,,,
1577191794235809793,1.0,1.0,0.0,,,0.0
1532812319356506113,0.0,,,,,
1532792949922209793,1.0,1.0,0.0,,,0.0
1507023170745864204,1.0,1.0,0.0,,,0.0
1550104482033410050,1.0,2.0,1.0,1.0,1.0,0.0
1507439076449955840,1.0,3.0,0.0,,,0.0
1545467941524803584,1.0,1.0,0.0,,,0.0
1502320731329236995,1.0,1.0,0.0,,,0.0
1575851252436856832,0.0,,,,,
1544190327011123204,1.0,3.0,0.0,,,0.0
1530075204067680258,1.0,1.0,0.0,,,0.0
1501417820609204224,0.0,,,,,
1520152368830164992,0.0,,,,,
1490247039904530432,0.0,,,,,
1512084579837902849,1.0,3.0,0.0,,,0.0
1583257874201210880,0.0,,,,,
1591206174195855360,1.0,3.0,0.0,,,0.0
1489785505508392961,1.0,3.0,0.0,,,0.0
1510243682665959426,0.0,,,,,
1506903210526744576,1.0,2.0,1.0,1.0,2.0,0.0
1484406662849048576,0.0,,,,,
1592971291019333632,1.0,2.0,1.0,1.0,1.0,0.0
1598493573443461120,1.0,1.0,0.0,,,0.0
1606097021722849280,0.0,,,,,
1519969608123531266,1.0,3.0,0.0,,,0.0
1549070383130632193,1.0,2.0,1.0,1.0,1.0,0.0
1490683771972116489,0.0,,,,,
1585923359744860162,1.0,1.0,0.0,,,0.0
1562000637981753344,1.0,2.0,1.0,1.0,1.0,0.0
1522467359121891328,1.0,1.0,0.0,,,0.0
1525035283292385280,1.0,1.0,0.0,,,0.0
1563050799009509377,1.0,1.0,0.0,,,0.0
1514982658362822663,1.0,1.0,0.0,,,0.0
1593605585194389504,1.0,3.0,0.0,,,0.0
1543620107485999104,1.0,3.0,0.0,,,0.0
1603713963283386369,1.0,3.0,0.0,,,0.0
1535163739917496325,0.0,,,,,
1532705233905897476,1.0,1.0,0.0,,,0.0
1578762139564707840,1.0,3.0,0.0,,,0.0
1499346580708773889,0.0,,,,,
1534026527339323397,1.0,3.0,0.0,,,0.0
1507466076291940353,1.0,3.0,0.0,,,0.0
1514992184621207558,1.0,1.0,0.0,,,0.0
1514916099703570432,1.0,3.0,0.0,,,0.0
1503049506782330888,0.0,,,,,
1515001925380587524,1.0,1.0,0.0,,,0.0
1487126871095406595,1.0,1.0,1.0,1.0,2.0,0.0
1514061528391168003,1.0,1.0,0.0,,,0.0
1493902652710793219,1.0,2.0,1.0,1.0,1.0,0.0
1586009903474188288,0.0,,,,,
1608760505103183872,0.0,,,,,
1570442327658795010,0.0,,,,,
1580989300652417025,1.0,1.0,0.0,,,0.0
1558149715040116740,1.0,3.0,0.0,,,0.0
1535265992904941568,1.0,1.0,0.0,,,0.0
1575698161791684609,0.0,,,,,
1555539119320735747,1.0,1.0,0.0,,,0.0
1507285345897005060,1.0,1.0,0.0,,,0.0
1514337482837426177,1.0,3.0,0.0,,,0.0
1507356969534906371,1.0,3.0,0.0,,,0.0
1576212580380512257,0.0,,,,,
1514426249090850816,1.0,1.0,0.0,,,0.0
1520825916926091265,0.0,,,,,
1515240807837667329,1.0,2.0,1.0,1.0,1.0,0.0
1518970965774180354,1.0,1.0,0.0,,,0.0
1573626588335206400,0.0,,,,,
1534971790912540695,1.0,3.0,0.0,,,0.0
1591465193930108929,1.0,3.0,0.0,,,0.0
1489849933519888384,1.0,2.0,0.0,,,0.0
1518207093261619200,1.0,2.0,1.0,1.0,1.0,0.0
1507378720692183052,0.0,,,,,
1549755101832691713,1.0,2.0,0.0,,,0.0
1543967886263320586,1.0,3.0,0.0,,,0.0
1532735363571228681,1.0,3.0,0.0,,,0.0
1585315321359073280,1.0,3.0,0.0,,,0.0
1561725384584052736,0.0,,,,,
1519749155702423555,1.0,1.0,0.0,,,0.0
1507222223572004867,0.0,,,,,
1503735725031841794,1.0,2.0,0.0,,,0.0
1489646684472852482,1.0,2.0,0.0,,,0.0
1596120268237287425,0.0,,,,,
1491981295777468426,0.0,,,,,
1589278767536828417,1.0,1.0,0.0,,,0.0
1585889107439296512,0.0,,,,,
1479858256168333316,0.0,,,,,
1542789414048481280,1.0,1.0,0.0,,,0.0
1514893644549001220,0.0,,,,,
1575923438144741376,1.0,3.0,0.0,,,0.0
1512416209069015045,0.0,,,,,
1560442619557285889,0.0,,,,,
1588594348073291776,1.0,1.0,0.0,,,0.0
1538214267232591873,1.0,3.0,0.0,,,0.0
1545208183899160580,0.0,,,,,
1601124489517043713,1.0,1.0,0.0,,,0.0
1573300604730052611,1.0,1.0,0.0,,,0.0
1541299744986865667,1.0,2.0,1.0,1.0,1.0,0.0
1573250438861930496,0.0,,,,,
1576573236976193536,1.0,3.0,0.0,,,0.0
1483012794517790720,0.0,,,,,
1573241831466635264,1.0,1.0,0.0,,,0.0
1478331204273590275,1.0,1.0,0.0,,,0.0
1521025143572676609,1.0,1.0,0.0,,,0.0
1531899908156014592,1.0,1.0,0.0,,,0.0
1578762148188135425,1.0,1.0,0.0,,,0.0
1517904308368551937,1.0,1.0,0.0,,,0.0
1494583522929135617,0.0,,,,,
1522490181223280640,1.0,1.0,1.0,0.0,,0.0
1514927902126755844,1.0,3.0,0.0,,,0.0
1577259452226764802,1.0,3.0,0.0,,,0.0
1537752701362130944,1.0,3.0,0.0,,,0.0
1484600828807708672,1.0,1.0,0.0,,,0.0
1507551823837777927,1.0,1.0,0.0,,,0.0
1565593232934854658,1.0,2.0,1.0,1.0,1.0,0.0
1549295505271918592,1.0,3.0,0.0,,,0.0
1548721134085996546,1.0,3.0,0.0,,,0.0
1507368913574801412,0.0,,,,,
1528109165037731842,1.0,1.0,0.0,,,0.0
1491106181980778498,1.0,3.0,0.0,,,0.0
1484631957111808000,1.0,3.0,0.0,,,0.0
1580633147854622720,0.0,,,,,
1499612346829795330,0.0,,,,,
1604138708500090882,1.0,1.0,0.0,,,0.0
1512261708387176449,0.0,,,,,
1532628206699806722,1.0,1.0,0.0,,,0.0
1481555238205247493,0.0,,,,,
1490684718219771907,1.0,1.0,0.0,,,0.0
1497044838616903683,1.0,1.0,0.0,,,0.0
1568334779170291712,0.0,,,,,
1504788419251220495,1.0,1.0,0.0,,,0.0
1597561018791518209,1.0,3.0,0.0,,,0.0
1540386719446757376,1.0,1.0,0.0,,,0.0
1532059402731147264,1.0,1.0,0.0,,,0.0
1600918013943111680,0.0,,,,,
1501608976961708038,1.0,3.0,0.0,,,0.0
1489866396968402944,0.0,,,,,
1517484584975405056,1.0,2.0,0.0,,,1.0
1527619389029330945,1.0,1.0,0.0,,,0.0
1504765736383926274,0.0,,,,,
1593624390297698307,1.0,1.0,0.0,,,0.0
1550385261921574912,1.0,3.0,0.0,,,0.0
1563179473482027010,0.0,,,,,
1601865222318333953,0.0,,,,,
1490930773871976452,1.0,1.0,0.0,,,0.0
1547830662899503105,0.0,,,,,
1517832891727704064,1.0,3.0,0.0,,,0.0
1564055232891346944,0.0,,,,,
1594963902290219008,1.0,1.0,0.0,,,0.0
1606300225748058114,0.0,,,,,
1490494831914852352,1.0,1.0,0.0,,,0.0
1515260692634480644,1.0,1.0,0.0,,,0.0
1543692550841696259,1.0,3.0,0.0,,,0.0
1488179994102743045,1.0,2.0,1.0,1.0,1.0,0.0
1517976140782182400,1.0,1.0,1.0,0.0,,0.0
1572342950209667072,1.0,1.0,0.0,,,0.0
1506990030518202371,0.0,,,,,
1503746895398809626,1.0,3.0,0.0,,,0.0
1543090163907182595,1.0,1.0,0.0,,,0.0
1486640947194642432,1.0,3.0,0.0,,,0.0
1547988639925227523,0.0,,,,,
1540280762771324929,1.0,1.0,0.0,,,0.0
1509878819083239429,1.0,3.0,0.0,,,0.0
1603661205188378624,1.0,3.0,0.0,,,0.0
1560586845435617280,1.0,1.0,0.0,,,0.0
1507251070745120768,1.0,1.0,0.0,,,0.0
1533075776760848384,1.0,1.0,0.0,,,0.0
1553448227306979328,1.0,1.0,0.0,,,0.0
1534738563094310912,0.0,,,,,
1542864711628234758,1.0,1.0,0.0,,,0.0
1573291635680903169,1.0,1.0,0.0,,,0.0
1573929172719771648,0.0,,,,,
1550668094065893376,1.0,1.0,0.0,,,0.0
1516768731019554819,0.0,,,,,
1561353420388319233,0.0,,,,,
1492136130585714691,1.0,1.0,0.0,,,0.0
1484185853966442500,1.0,1.0,0.0,,,0.0
1588870668489469952,1.0,2.0,1.0,1.0,1.0,0.0
1514946361476763651,0.0,,,,,
1606305488471310339,1.0,1.0,0.0,,,0.0
1608967843185590274,1.0,1.0,0.0,,,0.0
1507292049627926533,0.0,,,,,
1507797549654200327,1.0,1.0,0.0,,,0.0
1562734964516745217,1.0,1.0,0.0,,,0.0
1573971707894939650,1.0,1.0,0.0,,,0.0
1574431316719845380,1.0,2.0,1.0,1.0,1.0,0.0
1596551337071841280,1.0,3.0,0.0,,,0.0
1517076960937193473,0.0,,,,,
1517395027756036096,0.0,,,,,
1504751800964075531,1.0,1.0,0.0,,,0.0
1578285614805692416,1.0,1.0,1.0,1.0,2.0,0.0
1532693626110857217,0.0,,,,,
1584834843938287616,0.0,,,,,
1563223830675345410,1.0,2.0,1.0,1.0,1.0,0.0
1558074204960047104,1.0,2.0,0.0,,,0.0
1481978529210585099,1.0,1.0,1.0,1.0,2.0,0.0
1550361569653047296,1.0,1.0,0.0,,,0.0
1492219685382889475,0.0,,,,,
1582271775312076800,1.0,1.0,0.0,,,0.0
1537841687216631808,1.0,3.0,0.0,,,0.0
1558122489800261633,1.0,1.0,0.0,,,0.0
1499829947531149317,1.0,1.0,0.0,,,0.0
1590667635406311425,1.0,1.0,0.0,,,0.0
1556214387228217345,1.0,2.0,1.0,1.0,1.0,0.0
1578436179015655424,1.0,1.0,0.0,,,0.0
1573301065960808450,1.0,1.0,0.0,,,0.0
1583446653918654466,0.0,,,,,
1509964527944798208,1.0,1.0,0.0,,,0.0
1560553283416096768,1.0,1.0,0.0,,,0.0
1519535092242153472,0.0,,,,,
1512326431996403717,1.0,1.0,0.0,,,0.0
1575963154366201856,1.0,3.0,1.0,1.0,1.0,0.0
1593582708738781184,1.0,1.0,0.0,,,0.0
1506225110512025614,1.0,1.0,0.0,,,0.0
1583435792827191296,1.0,3.0,0.0,,,0.0
1512503424495104005,1.0,3.0,0.0,,,0.0
1542885608351473665,0.0,,,,,
1570814433739550723,1.0,1.0,0.0,,,0.0
1492256309252661254,1.0,1.0,0.0,,,0.0
1519210300658102272,1.0,1.0,1.0,0.0,,0.0
1488430266314117124,1.0,2.0,1.0,1.0,1.0,0.0
1573382317590171651,1.0,1.0,0.0,,,0.0
1580831792621182976,1.0,1.0,1.0,1.0,2.0,0.0
1586014157421563907,1.0,1.0,0.0,,,0.0
1583473179934105602,0.0,,,,,
1573691541738164225,0.0,,,,,
1541862465293672448,1.0,3.0,0.0,,,0.0
1529347663073878016,1.0,2.0,1.0,1.0,1.0,0.0
1566839550223302656,1.0,1.0,0.0,,,0.0
1533994372819214336,0.0,,,,,
1511367067618152451,0.0,,,,,
1515175595306631169,1.0,1.0,0.0,,,0.0
1525987629594025985,1.0,1.0,0.0,,,0.0
1563077349960060928,1.0,1.0,0.0,,,0.0
1489918464605278210,1.0,3.0,0.0,,,0.0
1560635058213765120,0.0,,,,,
1575923433866657807,0.0,,,,,
1581238460316323840,1.0,3.0,0.0,,,0.0
1509922641075142659,1.0,1.0,0.0,,,0.0
1565576252366340097,1.0,1.0,0.0,,,0.0
1512079073794670606,1.0,1.0,1.0,0.0,,0.0
1580819720655147008,0.0,,,,,
1590263989061455872,1.0,1.0,0.0,,,0.0
1529798630982316032,1.0,1.0,0.0,,,0.0
1566083793047486464,1.0,3.0,0.0,,,0.0
1603825159382630404,1.0,3.0,0.0,,,0.0
1507353547645800449,1.0,1.0,0.0,,,0.0
1557788945798164480,0.0,,,,,
1579332622442205186,1.0,2.0,1.0,1.0,1.0,0.0
1515633876265279491,0.0,,,,,
1590998574346964993,1.0,1.0,0.0,,,0.0
1479019140086181890,1.0,1.0,0.0,,,0.0
1588204078001229825,1.0,3.0,0.0,,,0.0
1484560508636254220,0.0,,,,,
1486569104458739713,1.0,1.0,0.0,,,0.0
1537663169870561281,1.0,1.0,0.0,,,0.0
1545384593154609152,0.0,,,,,
1482903025115185156,1.0,3.0,0.0,,,0.0
1568094596437053440,0.0,,,,,
1542833182692843523,0.0,,,,,
1590284096726786048,0.0,,,,,
1598608586824830976,1.0,1.0,0.0,,,0.0
